iter	Passed	Remaining
297	748	1763
298	750	1759
299	752	1754
300	753	1750
301	756	1747
302	758	1743
303	760	1740
304	761	1736
305	763	1731
306	765	1727
307	767	1723
308	769	1719
309	771	1716
310	772	1712
311	774	1708
312	776	1704
313	778	1700
314	780	1696
315	782	1693
316	784	1689
317	786	1685
318	788	1682
319	789	1678
320	791	1674
321	793	1671
322	795	1667
323	797	1664
324	799	1660
325	801	1656
326	803	1653
327	805	1649
328	806	1645
329	808	1642
330	810	1638
331	812	1634
332	814	1631
333	816	1627
334	818	1624
335	820	1620
336	821	1616
337	823	1613
338	825	1609
339	827	1606
340	829	1602
341	831	1599
342	833	1595
343	834	1592
344	836	1588
345	838	1585
346	840	1581
347	842	1578
348	844	1574
349	846	1571
350	847	1567
351	849	1564
352	851	1560
353	853	1557
354	855	1553
355	857	1550
356	858	1546
357	860	1543
358	862	1540
359	864	1536
360	866	1533
361	868	1530
362	870	1526
363	872	1523
364	874	1521
365	876	1518
366	878	1514
367	879	1511
368	881	1507
369	883	1504
370	885	1501
371	887	1498
372	889	1494
373	891	1491
374	892	1488
375	894	1484
376	896	1481
377	898	1478
378	900	1475
379	902	1472
380	904	1468
381	905	1465
382	907	1462
383	909	1459
384	911	1455
385	913	1452
386	915	1449
387	917	1446
388	919	1443
389	920	1440
390	922	1437
391	924	1434
392	926	1431
393	928	1428
394	930	1425
395	932	1421
396	934	1418
397	935	1415
398	937	1412
399	939	1409
400	941	1406
401	943	1403
402	945	1400
403	946	1396
404	948	1393
405	950	1390
406	952	1387
407	954	1384
408	956	1381
409	958	1378
410	959	1375
411	961	1372
412	963	1369
413	965	1366
414	967	1364
415	969	1360
416	971	1358
417	973	1355
418	975	1352
419	977	1349
420	978	1346
421	980	1343
422	982	1340
423	984	1337
424	986	1334
425	988	1331
426	990	1328
427	991	1325
428	993	1322
429	995	1319
430	997	1316
431	999	1313
432	1001	1310
433	1003	1308
434	1005	1305
435	1006	1302
436	1008	1299
437	1010	1296
438	1012	1293
439	1014	1290
440	1016	1288
441	1018	1285
442	1020	1282
443	1021	1279
444	1023	1276
445	1025	1273
446	1027	1271
447	1029	1268
448	1031	1265
449	1033	1262
450	1034	1259
451	1036	1256
452	1038	1254
453	1040	1251
454	1042	1248
455	1044	1245
456	1045	1242
457	1047	1240
458	1049	1237
459	1051	1234
460	1053	1231
461	1055	1228
462	1057	1225
463	1058	1223
464	1060	1220
465	1062	1217
466	1064	1214
467	1066	1211
468	1067	1209
469	1069	1206
470	1071	1203
471	1073	1200
472	1075	1197
473	1077	1195
474	1079	1192
475	1080	1189
476	1082	1187
477	1084	1184
478	1086	1181
479	1088	1178
480	1090	1176
481	1092	1174
482	1094	1171
483	1096	1169
484	1098	1166
485	1100	1163
486	1102	1161
487	1104	1158
488	1106	1155
489	1107	1153
490	1109	1150
491	1111	1147
492	1113	1145
493	1115	1142
494	1117	1139
495	1119	1137
496	1121	1135
497	1124	1133
498	1126	1130
499	1128	1128
500	1130	1125
501	1131	1122
502	1133	1120
503	1135	1117
504	1137	1115
505	1139	1112
506	1141	1109
507	1143	1107
508	1144	1104
509	1146	1101
510	1148	1099
511	1150	1096
512	1152	1094
513	1154	1091
514	1156	1088
515	1158	1086
516	1160	1083
517	1161	1081
518	1163	1078
519	1165	1076
520	1167	1073
521	1169	1071
522	1171	1068
523	1173	1065
524	1175	1063
525	1176	1060
526	1178	1058
527	1180	1055
528	1182	1053
529	1184	1050
530	1186	1047
531	1188	1045
532	1190	1042
533	1192	1040
534	1194	1037
535	1195	1035
536	1197	1032
537	1199	1030
538	1201	1027
539	1203	1025
540	1205	1022
541	1207	1020
542	1208	1017
543	1210	1014
544	1212	1012
545	1214	1010
546	1216	1007
547	1218	1005
548	1220	1002
549	1222	1000
550	1224	997
551	1226	995
552	1228	992
553	1230	990
554	1231	987
555	1233	985
556	1234	981
557	1236	979
558	1238	977
559	1240	974
560	1242	972
561	1244	969
562	1246	967
563	1247	964
564	1249	962
565	1252	960
566	1254	958
567	1256	955
568	1258	953
569	1260	950
570	1262	948
571	1264	945
572	1266	943
573	1268	941
574	1269	938
575	1271	936
576	1273	933
577	1275	931
578	1277	928
579	1279	926
580	1281	923
581	1282	921
582	1285	919
583	1287	916
584	1288	914
585	1290	911
586	1292	909
587	1293	906
588	1295	904
589	1297	901
590	1299	899
591	1301	896
592	1302	894
593	1304	891
594	1306	889
595	1308	887
596	1310	884
597	1312	882
598	1314	879
599	1316	877
600	1318	875
601	1319	872
602	1321	870
603	1323	867
604	1325	865
605	1327	862
606	1329	860
607	1332	858
608	1334	856
609	1335	854
610	1337	851
611	1339	849
612	1341	847
613	1344	845
614	1346	842
615	1348	840
616	1350	838
617	1352	835
618	1354	833
619	1356	831
620	1357	828
621	1359	826
622	1361	824
623	1364	821
624	1366	819
625	1368	817
626	1370	815
627	1371	812
628	1374	810
629	1376	808
630	1378	806
631	1380	803
632	1382	801
633	1384	799
634	1386	797
635	1388	794
636	1390	792
637	1392	790
638	1394	787
639	1398	786
640	1400	784
641	1402	782
642	1404	779
643	1406	777
644	1408	775
645	1411	773
646	1413	771
647	1414	768
648	1416	766
649	1418	764
650	1421	761
651	1422	759
652	1425	757
653	1427	755
654	1429	752
655	1431	750
656	1433	748
657	1435	746
658	1437	743
659	1438	741
660	1441	739
661	1443	737
662	1446	735
663	1448	732
664	1450	730
665	1452	728
666	1454	726
667	1457	724
668	1459	722
669	1461	719
670	1463	717
671	1470	717
672	1472	715
673	1475	713
674	1477	711
675	1480	709
676	1482	707
677	1485	705
678	1490	704
679	1493	702
680	1495	700
681	1498	698
682	1504	698
683	1507	696
684	1509	694
685	1511	692
686	1514	689
687	1519	688
688	1521	686
689	1524	684
690	1526	682
691	1527	680
692	1530	677
693	1533	675
694	1535	673
695	1537	671
696	1539	669
697	1542	667
698	1545	665
699	1549	663
700	1551	661
701	1554	659
702	1555	657
703	1557	654
704	1560	652
705	1563	650
706	1565	648
707	1567	646
708	1569	644
709	1571	641
710	1573	639
711	1575	637
712	1577	635
713	1580	632
714	1582	630
715	1584	628
716	1586	626
717	1588	623
718	1590	621
719	1593	619
720	1595	617
721	1597	615
722	1599	612
723	1601	610
724	1603	608
725	1605	605
726	1607	603
727	1610	601
728	1612	599
729	1613	596
730	1615	594
731	1618	592
732	1621	590
733	1623	588
734	1625	586
735	1627	583
736	1629	581
737	1631	579
738	1633	576
739	1635	574
740	1637	572
741	1640	570
742	1642	568
743	1644	565
744	1646	563
745	1648	561
746	1650	558
747	1651	556
748	1654	554
749	1656	552
750	1658	549
751	1660	547
752	1662	545
753	1664	543
754	1666	540
755	1669	538
756	1671	536
757	1673	534
758	1675	532
759	1677	529
760	1679	527
761	1681	525
762	1682	522
763	1685	520
764	1687	518
765	1689	516
766	1691	513
767	1693	511
768	1695	509
769	1698	507
770	1700	505
771	1702	502
772	1704	500
773	1705	498
774	1707	495
775	1709	493
776	1711	491
777	1714	489
778	1716	486
779	1718	484
780	1719	482
781	1721	479
782	1723	477
783	1725	475
784	1727	473
785	1730	471
786	1732	468
787	1734	466
788	1736	464
789	1738	462
790	1740	459
791	1743	457
792	1745	455
793	1747	453
794	1749	451
795	1751	448
796	1753	446
797	1755	444
798	1757	442
799	1759	439
800	1761	437
801	1763	435
802	1765	433
803	1766	430
804	1768	428
805	1770	426
806	1771	423
807	1774	421
808	1776	419
809	1779	417
810	1780	415
811	1782	412
812	1784	410
813	1786	408
814	1788	406
815	1791	403
816	1793	401
817	1795	399
818	1797	397
819	1799	394
820	1800	392
821	1802	390
822	1804	388
823	1807	386
824	1809	383
825	1811	381
826	1813	379
827	1814	377
828	1816	374
829	1818	372
830	1821	370
831	1823	368
832	1825	365
833	1827	363
834	1829	361
835	1831	359
836	1833	356
837	1834	354
838	1837	352
839	1839	350
840	1841	348
841	1843	345
842	1845	343
843	1847	341
844	1849	339
845	1851	336
846	1854	334
847	1855	332
848	1857	330
849	1859	328
850	1862	326
851	1864	323
852	1867	321
853	1869	319
854	1871	317
855	1873	315
856	1875	312
857	1877	310
858	1879	308
859	1881	306
860	1883	304
861	1885	301
862	1888	299
863	1890	297
864	1891	295
865	1893	293
866	1895	290
867	1897	288
868	1900	286
869	1902	284
870	1904	282
871	1906	279
872	1908	277
873	1910	275
874	1912	273
875	1914	270
876	1916	268
877	1918	266
878	1921	264
879	1923	262
880	1925	260
881	1927	257
882	1930	255
883	1932	253
884	1934	251
885	1936	249
886	1937	246
887	1939	244
888	1941	242
889	1943	240
890	1945	238
891	1947	235
892	1949	233
893	1951	231
894	1953	229
895	1955	226
896	1957	224
897	1959	222
898	1961	220
899	1963	218
900	1964	215
901	1966	213
902	1968	211
903	1970	209
904	1972	207
905	1974	204
906	1976	202
907	1978	200
908	1979	198
909	1981	195
910	1983	193
911	1985	191
912	1987	189
913	1989	187
914	1991	184
915	1993	182
916	1995	180
917	1997	178
918	1999	176
919	2001	174
920	2003	171
921	2004	169
922	2006	167
923	2007	165
924	2009	162
925	2012	160
926	2013	158
927	2015	156
928	2017	154
929	2019	152
930	2021	149
931	2023	147
932	2025	145
933	2027	143
934	2028	141
935	2030	138
936	2032	136
937	2034	134
938	2036	132
939	2038	130
940	2040	127
941	2041	125
942	2043	123
943	2045	121
944	2047	119
945	2049	116
946	2051	114
947	2053	112
948	2054	110
949	2056	108
950	2058	106
951	2060	103
952	2062	101
953	2064	99
954	2066	97
955	2068	95
956	2069	93
957	2071	90
958	2073	88
959	2075	86
960	2077	84
961	2079	82
962	2081	79
963	2082	77
964	2084	75
965	2086	73
966	2088	71
967	2090	69
968	2092	66
969	2094	64
970	2096	62
971	2098	60
972	2099	58
973	2102	56
974	2104	53
975	2105	51
976	2107	49
977	2109	47
978	2111	45
979	2113	43
980	2115	40
981	2117	38
982	2118	36
983	2120	34
984	2122	32
985	2124	30
986	2126	28
987	2128	25
988	2130	23
989	2132	21
990	2134	19
991	2135	17
992	2137	15
993	2139	12
994	2141	10
995	2143	8
996	2145	6
997	2147	4
998	2149	2
999	2150	0
